# model,NDB,JS,negLogLikelihood,FID,MMD rbf,KL,revKL,total variation,chi square
baseline.npz,30,0.08712562754873981,3.778890430839293,0.12651096176406437,0.14131586910114102,0.47146388968015807,0.724889178030397,0.260338915788546,130.02827506181887
penalized.npz,7,0.028730050924880773,3.309972429569367,0.10426272825910565,0.06598216441758342,0.027058477025848744,0.08181317266585095,0.10345209973134639,0.09030468664181013
