# model,NDB,JS,negLogLikelihood,FID,MMD rbf,KL,revKL,total variation,chi square
baseline.npz,32,0.09089447867520914,3.705036834896632,0.10404100096692112,0.11783101511871931,0.4610962296862828,1.8344700642188214,0.27805371817167635,4.097781246707653
penalized.npz,5,0.031269313597562645,3.2548248102256196,0.05217009790616689,0.07347501433722597,0.042714845516491066,0.08923699030276325,0.11248872369154125,0.08075496344768165
