# model,NDB,JS,negLogLikelihood,FID,MMD rbf,KL,revKL,total variation,chi square
baseline.npz,35,0.1029685987811908,3.646393750522778,0.0862522721975035,0.13604776924711753,0.4634985707569199,0.6318418785267156,0.31805476884618034,9.969971301555113
penalized.npz,8,0.03386420377438172,3.3363331899795554,0.08026860464528152,0.06204211586569647,0.05273201471399579,0.05764037050533306,0.11748744063207656,0.08299045003663562
