# model,NDB,JS,negLogLikelihood,FID,MMD rbf,KL,revKL,total variation,chi square
baseline.npz,42,0.12424505985546683,3.7378515338941507,0.09668961070089833,0.21572344741626123,0.49732440292823155,0.2552559064263019,0.30307128180887893,1.0450464132641697
penalized.npz,6,0.02711762402984267,3.241505481147341,0.13913395689975,0.060783028370155597,0.027272604979900597,0.027335110614578252,0.06861828569075568,0.040057376135984514
