# model,NDB,JS,negLogLikelihood,FID,MMD rbf,KL,revKL,total variation,chi square
baseline.npz,35,0.10881946553129015,3.717772423140932,0.08600750131696079,0.2168573113233991,0.5510958926470728,-0.009962777812389287,0.5573854809825491,0.9589065025473652
penalized.npz,3,0.024005728133004427,3.233732247080857,0.07431562671835773,0.05280042152622625,0.028945359966578082,0.015933804025731114,0.07317219621621482,0.04345260596041933
