# model,NDB,JS,negLogLikelihood,FID,MMD rbf,KL,revKL,total variation,chi square
baseline.npz,36,0.11850936803235959,3.724719978998728,0.1300849808575979,0.19658502902104955,0.5441475304002351,0.21817907013510113,0.29779685191872396,1.2782988968995181
penalized.npz,5,0.026125771653107158,3.222631761711786,0.15824573595407826,0.06799563226526185,0.030559197977611367,0.01902979876409045,0.07582152386087777,0.04192697025558056
