# model,NDB,JS,negLogLikelihood,FID,MMD rbf,KL,revKL,total variation,chi square
baseline.npz,28,0.0954245750531679,3.745459751508228,0.12315693514128158,0.19536849780688198,0.5710790022624256,0.302464954467855,0.3530353071855477,1.3922772720709262
penalized.npz,5,0.02200376872497698,3.2287150567351053,0.10581258471755833,0.05539555132934256,0.01760410595505064,0.03403242635093537,0.07585584928372367,0.04109934635306935
