# model,NDB,JS,negLogLikelihood,MMD rbf,KL,revKL,total variation,chi square
baseline.npz,64,0.146127108388791,2.8056177109977614,0.38993124622312103,0.6202854599824916,0.4891735032077097,0.4029383653190089,2.2884712469592103
penalized.npz,42,0.05343849162208317,2.360193778230723,0.2690713739298368,0.17539628736578194,0.5217784544863384,0.2611026663806678,0.34756902309158966
