# model,NDB,JS,negLogLikelihood,MMD rbf,KL,revKL,total variation,chi square
baseline.npz,48,0.15258954533634822,2.794139929773929,0.37570136656212916,0.5803655651897073,0.5674684035067439,0.4032680414200038,2.200901936200185
penalized.npz,18,0.05726261703962322,2.36171405865981,0.23501879881656706,0.15206058423900237,0.3059133990715244,0.23505244583083118,0.3169050173466131
