# model,NDB,JS,negLogLikelihood,MMD rbf,KL,revKL,total variation,chi square
baseline.npz,51,0.15316453045412587,2.7994500994752807,0.39091798407228506,0.5959349292378645,0.5650577362911756,0.4088820236025256,2.2511796294811766
penalized.npz,20,0.06687558235690254,2.385955724958719,0.24662329945202707,0.18662952665190571,0.13494852567960583,0.2529467147650956,0.3497623794218076
