# model,NDB,JS,negLogLikelihood,MMD rbf,KL,revKL,total variation,chi square
baseline.npz,47,0.15810611029406998,2.8173386954157924,0.3886356753489437,0.5715403087070954,0.4599539949063553,0.39345533335537364,2.2445435762855173
penalized.npz,21,0.06866497501652047,2.3552259277387253,0.2797677158239887,0.17092069316801048,0.18513094668654168,0.24896376258756162,0.3242113004949598
