# model,NDB,JS,negLogLikelihood,MMD rbf,KL,revKL,total variation,chi square
baseline.npz,45,0.1518760454462355,2.767156155604938,0.40371998351227417,0.6381641142696803,0.5256533594884174,0.39491444996265296,2.2633465264841317
penalized.npz,21,0.06878192388037233,2.3522732388861782,0.2298258190136518,0.19425226915420843,0.12346001743826543,0.2704907054157739,0.32484903002510235
