# model,NDB,JS,negLogLikelihood,MMD rbf,KL,revKL,total variation,chi square
baseline.npz,43,0.16009622960798203,2.846654628356216,0.3630731594287899,0.6248700735624549,0.5038618480364478,0.4045958149453658,2.258092772148595
penalized.npz,25,0.06991739720574844,2.347389507884354,0.25051206260971143,0.1905026944794555,0.23810804258518717,0.23449545180268147,0.3708128242456479
