# model,NDB,JS,negLogLikelihood,MMD rbf,KL,revKL,total variation,chi square
baseline.npz,45,0.14227724855554777,2.79958545576287,0.37906993179252635,0.6040404764798679,0.5601950370905523,0.4095802053756062,2.201559590268576
penalized.npz,22,0.07827236731971807,2.3909951606967015,0.25167975708271945,0.1621263591005161,0.13299902924150458,0.26800432453555406,0.3197466949819491
