# model,NDB,JS,negLogLikelihood,MMD rbf,KL,revKL,total variation,chi square
baseline.npz,47,0.14683757065179429,2.7911898166618863,0.3725185487063611,0.601545258151032,0.6430233984220102,0.4070355102100801,2.2401186133134683
penalized.npz,23,0.07024929303058669,2.374585313348982,0.2526620843536128,0.1917473070070548,2.0050918964124467,0.24503010385481874,0.33458006147478053
