# model,NDB,JS,negLogLikelihood,MMD rbf,KL,revKL,total variation,chi square
baseline.npz,63,0.15396719001578263,2.7998048983903674,0.39055741559917545,0.6033858486181045,0.4744676355714803,0.4353582082647656,2.2782854728325463
penalized.npz,36,0.0564861887377567,2.364556605977952,0.2437293031943379,0.18023024631171627,0.16628631484224526,0.2511493503452363,0.352192891579233
